Id,公司名,HR邮箱,地址,规模,类型,领域,公司全称,网址,详细地址,信息
39060,七彩树科技,,北京市,15-50人,私企,移动互联网,北京七彩树科技有限公司,北京市昌平区科星西路106号院国风美唐综合楼（霍营地铁站附近）,,北京七彩树科技有限公司北京市昌平区科星西路106号院国风美唐综合楼（霍营地铁站附近）
39061,四众互联,,北京市,50-150人,私企,移动互联网,四众互联（北京）网络科技有限公司,http://www.4zlink.com,北京市丰台区西三环恒泰广场D座20层,四众互联（北京）网络科技有限公司http://www.4zlink.com北京市丰台区西三环恒泰广场D座20层
39069,TSMC,,上海市,2000人以上,外企,其他,台积电（中国）有限公司,http://www.tsmc.com,上海市松江区文翔路4000号,台积电（中国）有限公司http://www.tsmc.com上海市松江区文翔路4000号
39096,国瑞药业,,福州市,150-500人,私企,健康医疗,福建国瑞药业有限公司,http://qy.58.com/15500672211974/,福州仓山区金山大道618号桔园洲园43座3层,福建国瑞药业有限公司http://qy.58.com/15500672211974/福州仓山区金山大道618号桔园洲园43座3层
39106,微之轩,,郑州市,50-150人,私企,互联网,郑州微之轩商贸有限公司,郑州市电厂路大学科技园12号楼505,,郑州微之轩商贸有限公司郑州市电厂路大学科技园12号楼505
39144,拔萝卜,service@luobopj.co 2880623741@qq.com 请发到邮箱370621179@qq.com,北京市,15-50人,私企,互联网,拔萝卜(北京)网络科技有限公司,http://www.baluobo.com,北京市朝阳区西大望路温特莱中心B座1601室,拔萝卜(北京)网络科技有限公司http://www.baluobo.com北京市朝阳区西大望路温特莱中心B座1601室
39147,中企神州,,北京市,150-500人,私企,互联网,北京中企神州网络技术有限公司,北京市海淀区西三环北路久凌大厦南楼1405室,,北京中企神州网络技术有限公司北京市海淀区西三环北路久凌大厦南楼1405室
39148,森巴巴,,广州市,50-150人,私企,互联网,深圳市焱森巴巴科技有限公司广州分公司,http://www.senbaba.cn/,广州市越秀区中山五路中旅商业城1507单元,深圳市焱森巴巴科技有限公司广州分公司http://www.senbaba.cn/广州市越秀区中山五路中旅商业城1507单元
39152,南京浦日,,南京市,15-50人,私企,电子商务,南京浦日科技发展有限公司,http://www.yigongbao.net,南京市鼓楼区中央路399号天正国际广场,南京浦日科技发展有限公司http://www.yigongbao.net南京市鼓楼区中央路399号天正国际广场
39157,极目,,武汉市,15-50人,私企,IT/软件,武汉极目智能技术有限公司,http://www.jmadas.com,武汉洪山区光谷大道国际企业中心第三期,武汉极目智能技术有限公司http://www.jmadas.com武汉洪山区光谷大道国际企业中心第三期
39159,大隐网络,,杭州市,50-150人,私企,互联网,浙江大隐网络科技有限公司,http://www.dayiner.com,萧山区宝盛世纪中心1号楼36层,浙江大隐网络科技有限公司http://www.dayiner.com萧山区宝盛世纪中心1号楼36层
39163,上海沃锐,,上海市,150-500人,私企,互联网,上海沃锐商务咨询中心,http://www.walre.com,中国，上海，徐汇区桂林路406号华鑫中心1号9楼,上海沃锐商务咨询中心http://www.walre.com中国，上海，徐汇区桂林路406号华鑫中心1号9楼
39168,星火教育,,广州市,2000人以上,私企,教育,星火教育科技有限公司,http://www.xinghuo100.com/,广州市天河区天河路太古汇一座37F,星火教育科技有限公司http://www.xinghuo100.com/广州市天河区天河路太古汇一座37F
39174,杭州益效教育科技,,杭州市,15-50人,私企,互联网,杭州益效教育科技有限公司,杭州市滨江区长河街道江二路400号2幢12层1201室,,杭州益效教育科技有限公司杭州市滨江区长河街道江二路400号2幢12层1201室
39176,南京华苏科技股份有限公司是一家专注于移动通信网络优化服务和产品研发的专业化高科技企业，对GSM、CDMA、WCDMA、TD-SCDMA、WLAN、HSPA、LTE等各种技术专业领域有深入持续的跟踪和研究，在移动通信领域有着多年网络技术服务经验，拥有一大批高素质、经验丰富的网优专家人才。,,南京市,500-2000人,私企,通信,南京华苏科技有限公司,http://www.howso.cn,南京市鼓楼区许府巷芦席营97号,南京华苏科技有限公司http://www.howso.cn南京市鼓楼区许府巷芦席营97号
39189,栖坊数据,,上海市,15-50人,私企,互联网,上海栖坊数据技术有限公司,上海市徐汇区斜土路2088号上海创客中心,,上海栖坊数据技术有限公司上海市徐汇区斜土路2088号上海创客中心
39191,大树保（隶属于上海大黍保信息技术有限公司），是国内首家基于不同场景的保险增值解决方案提供商，成立之初便获得中路资本的千万投资。,,上海市,15-50人,私企,电子商务,上海大黍保信息技术有限公司,宝山区逸仙路2816号华滋奔腾大厦A座1204室,,上海大黍保信息技术有限公司宝山区逸仙路2816号华滋奔腾大厦A座1204室
39197,房互网,,北京市,150-500人,私企,金融,北京百乘科技有限公司,http://www.fanghuwang.com/,北辰世纪中心B座6层,北京百乘科技有限公司http://www.fanghuwang.com/北辰世纪中心B座6层
39198,金利源投资,,武汉市,15-50人,私企,金融,武汉金利源投资有限公司,http://www.whjlytz.com,武汉市汉阳区人信汇6号楼1428室,武汉金利源投资有限公司http://www.whjlytz.com武汉市汉阳区人信汇6号楼1428室
39203,Newegg 新蛋西安,cn.xa.job@newegg.com nesc-xa.job@newegg.com fendy.l.jin@newegg.com nesc-sh.job@newegg.com xarjyhr@xdz.gov.cn nesc-cd.job@newegg.com kf@vip.sohu kun.shi@nttdata.com mkt@newegg.cn 微商货源网请发送邮件至buyer@newegg.com.cn David.J.Hu@newegg.com.cn ext_app_qual@baidu.com textilenews@ctcn.com.cn shjob@newegg.com.cn 评价请发送邮件至buyer@newegg.com.cn,西安市,150-500人,外企,电子商务,新蛋信息技术（西安）有限公司,高新区科技二路西安软件园零壹广场15-16F,,新蛋信息技术（西安）有限公司高新区科技二路西安软件园零壹广场15-16F
39205,广东旭普,,广州市,50-150人,私企,互联网,广东旭普空间信息技术产业有限公司,天河区高普路1037号第四层,,广东旭普空间信息技术产业有限公司天河区高普路1037号第四层
39209,天津百联地产,,天津市,50-150人,私企,其他,天津百联房地产信息咨询有限公司,和平区康宁大厦,,天津百联房地产信息咨询有限公司和平区康宁大厦
39211,驰锐集团,,广州市,150-500人,私企,其他,广州驰锐知识产权服务有限公司,http://www.creeds.cn,广州市天河区员村西街广纺联产业园纺联南路自编19号首层,广州驰锐知识产权服务有限公司http://www.creeds.cn广州市天河区员村西街广纺联产业园纺联南路自编19号首层
39212,联动北方,,北京市,15-50人,私企,互联网,北京联动北方科技有限公司,http://www.landingbj.com,北京市朝阳区东三环北路2号南银大厦2层,北京联动北方科技有限公司http://www.landingbj.com北京市朝阳区东三环北路2号南银大厦2层
39214,山东和学,,青岛市,15-50人,私企,互联网,山东和学教育科技有限公司,青岛市黄岛区长江西路66号,,山东和学教育科技有限公司青岛市黄岛区长江西路66号
39216,赛立科,lww1206@163.com gym11006967@qq.com,北京市,50-150人,私企,互联网,北京赛立科学信息技术有限公司,http://www.selick-it.com,北京市朝阳区东三环北路2号二层2FB069,北京赛立科学信息技术有限公司http://www.selick-it.com北京市朝阳区东三环北路2号二层2FB069
39218,外研社,,北京市,500-2000人,国企,教育,外语教学与研究出版社有限责任公司,http://www.fltrp.com/,,外语教学与研究出版社有限责任公司http://www.fltrp.com/
39234,三亚海天工作室,htsy522@163.com 281740408@qq.com syqqqq9999@163.com 54hyd@163.com,北京市,50-150人,外企,新媒体,三亚海天视觉摄影工作室,http://1958965132@qq.com,北京市宣武区,三亚海天视觉摄影工作室http://1958965132@qq.com北京市宣武区
39235,xxxx,}电子邮箱xxxx@xxx.xxx xxx@xxxx.com 如何注册xxxx.xxx@163.com 谁知道XXXX@cummins.com xxxx@aa.com }xxxx@pg.com 比如XXXX@chrome.com dimeng@dimeng.com }如何注册xxxx.xxx@163.com email的邮箱?2个回答谁知道XXXX@cummins.com 是什么邮箱啊?1个回答xxxx@aa.com,北京市,150-500人,私企,互联网,xxx,xxxx,,xxxxxxx
39239,无锡吉兴,hr@gissinggroup.com 1016446554@qq.com 11211@gissinggroup.com 11211@wxjixing.com Jiufu@leshui365.com 11200@wxjixing.com,无锡市,2000人以上,中外合资,其他,无锡吉兴汽车声学部件科技有限公司,http://www.gissinggroup.com,无锡市锡山区友谊北路322号,无锡吉兴汽车声学部件科技有限公司http://www.gissinggroup.com无锡市锡山区友谊北路322号
39249,九知科技,,杭州市,50-150人,私企,互联网,杭州九知科技有限公司,杭州城西,,杭州九知科技有限公司杭州城西
39250,招商银行,28236@oa.cmbchina.com 28233@oa.cmbchina.com 33629@oa.cmbchina.com 招行邮箱后缀为@cmbchina.com 评价@cm.bchina.com 评价招商银行客服邮箱多少?是ccsvc@message.cmbchina.com -大众点评社区今天收到cif@message.cmbchina.com 每次也是这个patrol@message.cmbchina.com 招商银行客服邮箱多少?是ccsvc@message.cmbchina.com 313条评价招商银行客服邮箱多少?是ccsvc@message.cmbchina.com 1961条评价今天收到cif@message.cmbchina.com,广州市,2000人以上,私企,金融,招商银行广州分行信用卡中心,广州市天河区珠江新城金穗路3号汇美大厦5楼招行信用卡中心,,招商银行广州分行信用卡中心广州市天河区珠江新城金穗路3号汇美大厦5楼招行信用卡中心
39280,黄花树,,宁波市,15-50人,私企,移动互联网,宁波黄花树信息技术有限公司,http://www.huanghuashu.com,宁波市鄞州区南部商务区健宸大厦9楼,宁波黄花树信息技术有限公司http://www.huanghuashu.com宁波市鄞州区南部商务区健宸大厦9楼
39284,宜信财富,,深圳市,50-150人,中外合资,金融,宜信卓越财富（北京）有限公司深圳分公司,http://caifu.yixin.com,南山区华侨城汉唐大厦24楼,宜信卓越财富（北京）有限公司深圳分公司http://caifu.yixin.com南山区华侨城汉唐大厦24楼
39290,好未来（原学而思）,,北京市,2000人以上,私企,教育,好未来教育集团,http://www.xueessi.com,北京市海淀区丹棱街海兴大厦B座三层,好未来教育集团http://www.xueessi.com北京市海淀区丹棱街海兴大厦B座三层
39298,纽凌电商,,东莞市,15-50人,私企,电子商务,东莞市纽凌电子商务有限公司,东莞市松山湖高新技术产业开发区科技十路7号联合金融1层,,东莞市纽凌电子商务有限公司东莞市松山湖高新技术产业开发区科技十路7号联合金融1层
39302,蓝色基点,,青岛市,50-150人,私企,电子商务,青岛蓝色基点电子商务有限公司,http://www.bluebc.cn/bbp/,青岛市北区,青岛蓝色基点电子商务有限公司http://www.bluebc.cn/bbp/青岛市北区
39304,华耐家居,zp@china-honor.com yunxiang061987@126.com,北京市,2000人以上,私企,其他,华耐家居集团,http://www.china-honor.com,北京市朝阳区闽龙陶瓷总部基地C区18号,华耐家居集团http://www.china-honor.com北京市朝阳区闽龙陶瓷总部基地C区18号
39320,怀策人力,,杭州市,15人以下,私企,其他,杭州怀策人力资源服务有限公司,美都广场C座808室,,杭州怀策人力资源服务有限公司美都广场C座808室
39322,耐诺,,南京市,15-50人,私企,移动互联网,南京耐诺网络科技有限公司,http://www.nainuo.com,江苏 南京 江宁 秣周东路12号悠谷U419,南京耐诺网络科技有限公司http://www.nainuo.com江苏 南京 江宁 秣周东路12号悠谷U419
39325,安悦充电,,上海市,50-150人,国企,其他,上海上汽安悦充电科技有限公司,http://www.anyocharging.com,虹口区花园路171号B6栋3楼,上海上汽安悦充电科技有限公司http://www.anyocharging.com虹口区花园路171号B6栋3楼
39334,投融在线,,北京市,50-150人,私企,金融,投融在线（北京）股权投资服务有限公司,http://www.mmwipo.com,北京市海淀区亿城国际中心410,投融在线（北京）股权投资服务有限公司http://www.mmwipo.com北京市海淀区亿城国际中心410
39337,上海航博船务有限公司,,上海市,150-500人,国企,其他,上海航博船务有限公司,上海,,上海航博船务有限公司上海
39338,龙趣娱乐,,上海市,50-150人,中外合资,游戏,上海龙趣信息科技有限公司,http://www.dragonjoy.com,上海市普陀区怒江北路,上海龙趣信息科技有限公司http://www.dragonjoy.com上海市普陀区怒江北路
39353,鲁班软件,,上海市,500-2000人,私企,IT/软件,上海鲁班软件有限公司,http://www.lubansoft.com,上海市杨浦区五角场淞沪路433号创智天地企业中心六号楼3楼,上海鲁班软件有限公司http://www.lubansoft.com上海市杨浦区五角场淞沪路433号创智天地企业中心六号楼3楼
39356,感观世界,,北京市,15-50人,私企,移动互联网,北京感观世界科技有限公司,http://www.sensoryworld.com.cn/,北京朝阳区双井首城国际C座733,北京感观世界科技有限公司http://www.sensoryworld.com.cn/北京朝阳区双井首城国际C座733
39359,意缘,2881045297@qq.com njyymgs@163.com 13923131166@139.com Fiona.huang@1yuen.com abc@qq.com 451597236@qq.com,上海市,50-150人,中外合资,互联网,意缘网络科技（上海）有限公司,http://1yuen.com/,南京西路1717号会德丰国际广场,意缘网络科技（上海）有限公司http://1yuen.com/南京西路1717号会德丰国际广场
39370,国瑞卓信,qqxumxhpzuAGEP@58.com 经销批发淄博卓信汽轮机有限公司xueliangzibo@163.com web@59dg.com 万生产加工淄博博山国瑞机械制造厂yan.huadi@163.com info@cnsp.cn zhongfuhr@sina.cn 123@czvpnel.com,成都市,15-50人,私企,电子商务,国瑞卓信科技有限公司,较场坝中街东方广场A座1410,,国瑞卓信科技有限公司较场坝中街东方广场A座1410
39372,IBS,,广州市,15人以下,外企,互联网,广州润滔信息科技有限公司,http://www.interbiztech.com,广州市海珠区江南大道中180号富力天域中心32楼3213单元,广州润滔信息科技有限公司http://www.interbiztech.com广州市海珠区江南大道中180号富力天域中心32楼3213单元
39373,大锤资产,公司邮箱market@dachuizichan.com kf@qichacha.com jubao@contact.sohu.com kf@vip.sohu.com finance@china.org.cn op@choudao.com,北京市,15-50人,私企,移动互联网,连云港大锤网络科技有限公司,http://www.dachuizichan.com/foreground/index.do,北京市海淀区中关村大街15-11号创业公社B2-C14,连云港大锤网络科技有限公司http://www.dachuizichan.com/foreground/index.do北京市海淀区中关村大街15-11号创业公社B2-C14
39389,帕米尔天泉,rayzhang@263.net 853509103@qq.com 249797567@qq.com 欢迎拨打未来网新闻热线010-57380537或发送新闻线索至邮箱wlwnews@163.com cjb490@sina.com rubenpeng@163.com xzwscl@126.com 3460446855@qq.com 282727505@qq.com 3073462753@qq.com guozhifang_bj001@sina.com ceo0531@126.com meiyan.wu@dms365.com Jianxingqong@si126.com 616616109@qq.com saite@saite-textile.com 1353791458@qq.com 553272801@qq.com 479894679@qq.com ptjxobc@163.com sales@yrbs668.com wangluobu@kq119.com 或发简历至邮箱276641570@qq.co jibaoqiang123@163.com 284094312@qq.com 1849632811@qq.com,北京市,50-150人,私企,其他,帕米尔天泉有限公司,http://www.cnpamirs.com,北京市西城区北展北街华远企业中心9号楼D座A502室,帕米尔天泉有限公司http://www.cnpamirs.com北京市西城区北展北街华远企业中心9号楼D座A502室
39392,Allegis,sarah.ma@talent2.com resume@allegisbn.com joeyling@allegisbn.com hcm@hroot.com editor@hroot.com hrcd@allegisbn.com 617680202@qq.com service@rupro.cn lilong@enreachedu.com kf@vip.sohu.com 2851195472@qq.com guxiaoyu@hmkx.cn 1543984971@qq.com 360baike@360.cn 342753770@qq.com 2653339695@qq.com,上海市,150-500人,外企,IT/软件,Allegis Group,http://www.allegisgroup.com,上海市静安区南京西路688号恒基688广场26楼,Allegis Grouphttp://www.allegisgroup.com上海市静安区南京西路688号恒基688广场26楼
39406,汪氏整合,,北京市,50-150人,私企,新媒体,北京汪氏整合营销传播集团,http://www.winsimc.com,北京市朝阳区西坝河南路1号金泰大厦2708室,北京汪氏整合营销传播集团http://www.winsimc.com北京市朝阳区西坝河南路1号金泰大厦2708室
39407,共天下,,北京市,50-150人,私企,金融,北京共天下咨询有限公司,北京市朝阳区大望路现代城SOHO C 座,,北京共天下咨询有限公司北京市朝阳区大望路现代城SOHO C 座
39409,慧讯,,厦门市,50-150人,外企,IT/软件,慧讯信息技术（厦门）有限公司,http://www.comwave.com.cn,厦门思明区珍珠湾软件园创新大厦A区202,慧讯信息技术（厦门）有限公司http://www.comwave.com.cn厦门思明区珍珠湾软件园创新大厦A区202
39412,圣奇凯尚（北京）广东装饰,,北京市,15-50人,私企,其他,北京圣奇凯尚装饰工程有限责任公司,http://www.sqksbj.com,北京市朝阳区来广营北五环红星美凯龙1号馆二层C8219,北京圣奇凯尚装饰工程有限责任公司http://www.sqksbj.com北京市朝阳区来广营北五环红星美凯龙1号馆二层C8219
39418,移联通信,,深圳市,50-150人,私企,通信,深圳市移联通信技术有限责任公司,http://www.eelink.com.cn,深圳市南山区科技园北区宇阳大厦3楼南,深圳市移联通信技术有限责任公司http://www.eelink.com.cn深圳市南山区科技园北区宇阳大厦3楼南
39423,大德冠雅,,东莞市,15-50人,私企,移动互联网,广东大德冠雅管理咨询有限公司,东莞市松山湖管理区万科松湖中心一号,,广东大德冠雅管理咨询有限公司东莞市松山湖管理区万科松湖中心一号
39427,琰嘉予和,,南京市,150-500人,私企,互联网,琰嘉予和电子商务有限公司,汉中门大街151号,,琰嘉予和电子商务有限公司汉中门大街151号
39428,回车科技,,杭州市,15-50人,私企,互联网,杭州回车电子科技有限公司,http://www.entertech.cn,杭州市西湖区黄姑山路29号颐高创业大厦407,杭州回车电子科技有限公司http://www.entertech.cn杭州市西湖区黄姑山路29号颐高创业大厦407
39437,佰仟金融,评价为您推荐：@bqjr.cnhttp PR@bqjr.cn 2016年06月08日CS@bajr.cn notcow@qq.com CS@bqjr.cn 【应聘方式】有意者请将个人简历发送至hrwh@billionsfinance.cn xue.yang06@billionsfinance.cn OPS-CS@billionsfinance.cn 754805535@qq.com 275450353@qq.com ts@voc.com.cn 360baike@360.cn fangqi.chen@billionsfinance.cn 1419434212@qq.com 2880623741@qq.com 评价CS@bajr.cn,武汉市,2000人以上,私企,金融,深圳市佰仟金融服务有限公司武汉分公司,http://baike.so.com,武汉市东湖开发区花城大道9号武汉软件新城1.1期A8栋,深圳市佰仟金融服务有限公司武汉分公司http://baike.so.com武汉市东湖开发区花城大道9号武汉软件新城1.1期A8栋
39440,北京凯蓝,fjgrfgfi@163.com keepright0181@sina.com,北京市,500-2000人,私企,其他,北京凯蓝盛世品牌管理有限公司,,,北京凯蓝盛世品牌管理有限公司
39443,盛世好运,kf@shengol.com kf@ufojoy.com hydb@hao-yun.com 1444064@qq.com QQ邮箱310704342@qq.com 123@ocvwdsp.com tousu@txooo.com 123@qxwozow.com 123@ytjgzet.com webgame@w707.com 123@udsahmo.com,北京市,2000人以上,私企,金融,北京盛世好运投资管理有限公司,,,北京盛世好运投资管理有限公司
39452,一美合众,,北京市,15-50人,私企,健康医疗,一美各种（北京）医疗管理咨询有限公司,建国路万达广场A座2207,,一美各种（北京）医疗管理咨询有限公司建国路万达广场A座2207
39459,美生元,,北京市,150-500人,私企,游戏,苏州美生元信息科技有限公司,http://www.msymobile.com/,海淀区中关村E世界A1501-1506,苏州美生元信息科技有限公司http://www.msymobile.com/海淀区中关村E世界A1501-1506
39462,Yab,,深圳市,15-50人,私企,互联网,深圳云安宝科技有限公司,深圳市南山区清华信息港科研楼803,,深圳云安宝科技有限公司深圳市南山区清华信息港科研楼803
39465,在田,zaitian@vip.163.com 就是QQ号后面@qq.com 10000000@qq.com zaitian.m.xiangmu.com85条评价163邮箱登陆9chongtian@163.com jianlongzaitian00@163.com 我邮箱ring6262@sina.com zaitian.m.xiangmu.com85条评价zaitian.m.xiangmu.com85条评价163邮箱登陆9chongtian@163.com www.zaoche.cn评价163邮箱登陆9chongtian@163.com www.zaoche.cn评价9chongtian@163.com,厦门市,15人以下,私企,互联网,厦门在田信息技术有限公司,http://www.boostfield.com,厦门市湖里区大唐五缘A栋2407,厦门在田信息技术有限公司http://www.boostfield.com厦门市湖里区大唐五缘A栋2407
39466,万向区块链实验室,,上海市,50-150人,私企,移动互联网,万向区块链实验室,http://www.blockchainlabs.org/,陆家嘴西路99号万向大厦,万向区块链实验室http://www.blockchainlabs.org/陆家嘴西路99号万向大厦
39467,微京直播,,深圳市,50-150人,私企,移动互联网,深圳市微京网络科技有限公司,http://zbyyg.com/,龙岗区五和大道星河world一期A栋2503A,深圳市微京网络科技有限公司http://zbyyg.com/龙岗区五和大道星河world一期A栋2503A
39477,中科恒运,zhongkehengyun@hengyunsoft.com gyzp@hengyunsoft.com zhaojia@hengyunsoft.com,贵阳市,150-500人,私企,IT/软件,河北中科恒运软件科技股份有限公司贵阳分公司,http://www.hengyunsoft.com,贵州省贵阳市观山湖区八音路贵阳科技大厦B-1201,河北中科恒运软件科技股份有限公司贵阳分公司http://www.hengyunsoft.com贵州省贵阳市观山湖区八音路贵阳科技大厦B-1201
39487,葆德医管,,北京市,50-150人,私企,健康医疗,北京中瑞葆德管理顾问有限公司,http://www.boardchina.net,朝阳区和平街胜古中路2号院5号楼金基业大厦415室,北京中瑞葆德管理顾问有限公司http://www.boardchina.net朝阳区和平街胜古中路2号院5号楼金基业大厦415室
39495,因酷时代,,北京市,15-50人,私企,互联网,因酷时代科技有限公司,http://www.inxedu.com,海淀区清河路4号7号院,因酷时代科技有限公司http://www.inxedu.com海淀区清河路4号7号院
39509,康祝医疗,,北京市,500-2000人,私企,健康医疗,北京康祝医疗器械有限公司,北京市通州区金桥科技产业基地景胜南四街11号,,北京康祝医疗器械有限公司北京市通州区金桥科技产业基地景胜南四街11号
39517,惠融金控,41275411@qq.com,北京市,50-150人,私企,互联网,惠融金控企业管理有限公司,,,惠融金控企业管理有限公司
39524,广州鸿亮,,广州市,50-150人,私企,教育,广州鸿亮家政服务有限公司,http://www.hongliangjz.com,天河区华明路13号华普广场东塔14楼1404室,广州鸿亮家政服务有限公司http://www.hongliangjz.com天河区华明路13号华普广场东塔14楼1404室
39537,神匠互动,,北京市,15人以下,私企,移动互联网,北京神匠互动科技有限公司,北京市海淀区彩和坊路8号天创科技大厦507E-2,,北京神匠互动科技有限公司北京市海淀区彩和坊路8号天创科技大厦507E-2
39539,安邦智业,3086619242@qq.com 110@zbj.com sdjbdc@126.com dezhouky@126.com anbangzhiye@sina.cn ss13127558049@126.COM gzjiuzun@163.com 1950812823@qq.com 564973173@qq.com 2557064750@qq.com 发送邮件至xinbaozhuankan@163.com qssbaoliao@126.com HR@ZIERCHINA.COM 1747321821@qq.com 1907305113@qq.com,上海市,15-50人,私企,教育,上海安邦智业企业管理咨询有限公司,http://www.anbangzhiye.com/,上海徐汇区龙华西路585号华富大厦13B5,上海安邦智业企业管理咨询有限公司http://www.anbangzhiye.com/上海徐汇区龙华西路585号华富大厦13B5
39541,闻闻窝,viyaxie@zero2ipo.com.cn 2880623741@qq.com,北京市,15-50人,私企,互联网,闻闻窝（北京）科技有限公司,http://smellme.cn/index.html,北京市朝阳区东三环北路辛2号迪阳大厦1107,闻闻窝（北京）科技有限公司http://smellme.cn/index.html北京市朝阳区东三环北路辛2号迪阳大厦1107
39546,美中鞋业网,crahlln@163.com,东莞市,15-50人,私企,互联网,广东美中鞋业网信息科技有限公司,http://acshoes.com,东莞市南城区高盛科技园北区A座405,广东美中鞋业网信息科技有限公司http://acshoes.com东莞市南城区高盛科技园北区A座405
39556,山海边,custom@shanhaibian.com 2880623741@qq.com ceo@shanhaibian.com,北京市,150-500人,私企,电子商务,山海边（北京）电子商务股份有限公司,http://www.shanhaibian.com/,北京市丰台区万兴国际家居广场B座5层,山海边（北京）电子商务股份有限公司http://www.shanhaibian.com/北京市丰台区万兴国际家居广场B座5层
39561,东方集团,cologl@mail.hrb.hl.cninop dfjthr@126.com neatzhong@163.com hjzx@sipf.com.cn zgdmdf@163.com hr@orientgroup.com.cn 1792665520@qq.com,香港特别行政区,50-150人,私企,游戏,东方集团,,,东方集团
39564,中民控股,,深圳市,150-500人,私企,互联网,深圳中民电商控股有限公司,http://www.zhongmin.net.cn,深圳南山科技园科苑路11号金融科技大厦,深圳中民电商控股有限公司http://www.zhongmin.net.cn深圳南山科技园科苑路11号金融科技大厦
39566,首屏科技,984876140@qq.com,杭州市,150-500人,私企,互联网,杭州首屏科技有限公司,http://www.shouchuan-zj.com/,3000底薪+提成，轮休（一周单一周双），五险一金，一年两次旅游。负责杭州地区各行业公司的百度推广业务  联系我时，请说是在知贤看到的，谢谢！,杭州首屏科技有限公司http://www.shouchuan-zj.com/3000底薪+提成，轮休（一周单一周双），五险一金，一年两次旅游。负责杭州地区各行业公司的百度推广业务  联系我时，请说是在知贤看到的，谢谢！
39576,极通天下通过“增加企业收益”为核心思想，围绕合作企业展开资源整合和商业合作。在增加企业收益的同时，增加企业渠道环节的收益。以“免费兑换”和“即时获益”服务于终端消费群体和企业渠道，并通过线上平台和支付系统实现这一模式的互联网化。通过将优质企业纳入极通天下平台，最终实现合作企业通过互联网实现境内外市场的高速发展和扩张。,,无锡市,50-150人,私企,电子商务,无锡极通天下商务有限公司,http://www.businessjt.com,无锡梁溪区中山路288号云蝠大厦25楼2506,无锡极通天下商务有限公司http://www.businessjt.com无锡梁溪区中山路288号云蝠大厦25楼2506
39584,PingPong金融,,杭州市,50-150人,私企,互联网,杭州呯嘭智能技术有限公司,http://www.pingpongx.com,杭州市滨江区江陵路567号5楼,杭州呯嘭智能技术有限公司http://www.pingpongx.com杭州市滨江区江陵路567号5楼
39586,非常给力,,北京市,15-50人,私企,新媒体,非常给力（北京）科技有限公司,华龙大厦B座,,非常给力（北京）科技有限公司华龙大厦B座
39587,乐润智逸,448483551@qq.com 3302486278@qq.com 1298309939@qq.com 2412085294@qq.com,杭州市,15-50人,私企,互联网,杭州乐润智逸信息科技有限公司,http://www.klbar.com,西溪路628号福地创业园B楼309,杭州乐润智逸信息科技有限公司http://www.klbar.com西溪路628号福地创业园B楼309
39590,中投天诚,610947518@qq.com 2500925566@qq.com credit.business@service.alibaba.com,成都市,15-50人,私企,金融,中投天诚金融服务外包（北京）有限公司,成都市高新区天府大道北段28号茂业中心,,中投天诚金融服务外包（北京）有限公司成都市高新区天府大道北段28号茂业中心
39607,安信证券,axqh@essence.com.cn serve@go-goal.com,佛山市,150-500人,国企,金融,安信证券佛山分公司,http://www.essence.com.cn,广东省佛山市顺德区大良镇凤山西政通路2号,安信证券佛山分公司http://www.essence.com.cn广东省佛山市顺德区大良镇凤山西政通路2号
39608,华奥（东莞）供应链管理有限公司,2355369075@qq.com,东莞市,150-500人,私企,其他,东莞市华奥供应链管理有限公司,http://www.gdhuaao.com/,东莞市南城区鸿福路92号中环财富广场1408号,东莞市华奥供应链管理有限公司http://www.gdhuaao.com/东莞市南城区鸿福路92号中环财富广场1408号
39611,凯迪海运集团,,上海市,500-2000人,中外合资,其他,凯迪海运（深圳）有限公司上海分公司,http://www.LLLcn.com,上海市虹口区四川北路1717号嘉杰国际广场16楼1611室,凯迪海运（深圳）有限公司上海分公司http://www.LLLcn.com上海市虹口区四川北路1717号嘉杰国际广场16楼1611室
39612,视品汇,,广州市,15-50人,私企,电子商务,广州视品汇信息科技有限公司,http://www.shipinhui.com,广州市番禺区禺山西路329号海伦堡创意园4座1栋706,广州视品汇信息科技有限公司http://www.shipinhui.com广州市番禺区禺山西路329号海伦堡创意园4座1栋706
39619,椰趣,,武汉市,15-50人,私企,新媒体,武汉椰趣网络科技有限公司,武汉市江岸区武汉天地环球智慧中心,,武汉椰趣网络科技有限公司武汉市江岸区武汉天地环球智慧中心
39622,宅小主,627193031@qq.com 评价跪求小米3d宅男主题!邮箱345878186@qq.com jtq12345@126.com jubao@contact.sohu.com,呼和浩特市,15-50人,私企,互联网,内蒙古宅小主网络科技有限公司,http://www.zhaixiaozhu.com,呼和浩特新城区兴安北路鼎盛华府17号楼1517,内蒙古宅小主网络科技有限公司http://www.zhaixiaozhu.com呼和浩特新城区兴安北路鼎盛华府17号楼1517
39628,伟星新材,,上海市,500-2000人,私企,其他,上海伟星新型建材有限公司,http://www.weixinggroup.com/,上海市奉贤区大叶公路4601号,上海伟星新型建材有限公司http://www.weixinggroup.com/上海市奉贤区大叶公路4601号
39630,上海曜海贸易有限公司,,上海市,15人以下,私企,其他,上海曜海贸易有限公司,http://www.amysbedroom.com,建国西路355弄8号,上海曜海贸易有限公司http://www.amysbedroom.com建国西路355弄8号
